order_id,customer_id,restaurant_id,partner_id,order_date,order_time,order_amount,delivery_time,rating,payment_amount,created_at,updated_at
ORD01003846,CUST00661,REST0225,DP0015,2025-01-27,16:35:43,200.52,,3.5,200.52,2025-01-27 16:35:43,2025-01-30 12:52:43
ORD01001784,CUST01038,REST0156,DP0343,2025-01-18,08:39:06,,65,2.8,543.27,2025-01-18 08:39:06,2025-01-18 08:56:06
ORD01003702,CUST01044,REST0247,DP0022,2025-01-04,12:42:55,,,3.9,546.34,2025-01-04 12:42:55,2025-01-05 04:10:55
ORD01000255,CUST00397,REST0050,DP0327,Jan 31 2025,22:50:49,800.97,47,5.0,800.97,2025-01-31 22:50:49,2025-02-02 23:37:49
ORD01002561,CUST00316,REST0209,DP0209,2025/01/17,19:50:43,489.62,71,2.9,489.62,2025-01-17 19:50:43,2025-01-20 02:24:43
ORD01004538,CUSTX91955,REST0148,DP0060,Jan 28 2025,12:27:10,317.69,unknown,4.9,317.69,2025-01-28 12:27:10,2025-01-30 00:13:10
ORD01004534,CUST00880,REST0142,DP0221,01/01/2025,15:06:58,273.32,13,5.0,273.32,2025-01-01 15:06:58,2025-01-04 05:08:58
ORD01002732,CUST00888,REST0151,DP0042,2025/01/18,14:41:52,,,2.4,247.6,2025-01-18 14:41:52,2025-01-19 08:37:52
ORD01005707,CUST00875,RESTX9063,DP0447,15/01/2025,14:37:12,405.64,49,4.5,405.64,2025-01-15 14:37:12,2025-01-16 13:40:12
ORD01000277,CUST01092,REST0241,DP0415,2025/01/20,22:08:47,245.8,64,,245.8,2025-01-20 22:08:47,2025-01-21 09:56:47
ORD01006581,CUST00986,REST0054,DP0005,Jan 16 2025,20:45:14,441.89,40,3.9,441.89,2025-01-16 20:45:14,2025-01-19 12:57:14
ORD01004779,CUST01037,REST0078,DP0252,17/01/2025,21:16:08,516.79,56,3.6,516.79,2025-01-17 21:16:08,2025-01-18 10:33:08
ORD01001346,CUST00385,REST0143,DP0174,13/01/2025,15:58:43,596.08,45,2.6,596.08,2025-01-13 15:58:43,2025-01-15 11:13:43
ORD01004062,CUST00093,REST0214,DP0150,Jan 31 2025,17:47:55,79,,4.2,556.78,2025-01-31 17:47:55,2025-02-01 12:30:55
ORD01006800,CUST01052,REST0053,DP0329,2025/01/16,22:06:03,407.02,,5.0,407.02,2025-01-16 22:06:03,2025-01-19 08:14:03
ORD01002879,CUST01054,REST0155,DP0130,2025/01/11,18:57:38,346.49,,4.2,346.49,2025-01-11 18:57:38,2025-01-13 00:46:38
ORD01000748,CUST00155,REST0205,DP0118,05/01/2025,15:16:54,391.52,33,,391.52,2025-01-05 15:16:54,2025-01-07 01:20:54
ORD01006275,CUST00699,REST0042,DP0398,2025/01/07,20:03:10,454.75,28,4.9,454.75,2025-01-07 20:03:10,2025-01-08 14:40:10
ORD01004524,CUST00059,REST0106,DP0498,09/01/2025,17:23:20,169.72,,4.5,169.72,2025-01-09 17:23:20,2025-01-11 01:16:20
ORD01005145,CUST00805,REST0216,DP0221,2025-01-31,20:50:08,623.4,47,3.2,623.4,2025-01-31 20:50:08,2025-01-31 21:20:08
ORD01000499,CUST00242,REST0050,DP0128,2025-01-17,18:53:13,301.78,44,4.8,301.78,2025-01-17 18:53:13,2025-01-20 04:42:13
ORD01004819,CUST00223,REST0129,DP0245,2025-01-14,20:29:33,,48,3.7,666.81,2025-01-14 20:29:33,2025-01-17 12:31:33
ORD01003118,CUST00575,REST0211,DP0200,2025/01/27,13:46:03,718.36,22,,718.36,2025-01-27 13:46:03,2025-01-28 19:37:03
ORD01000100,CUST00663,REST0029,DP0041,Jan 19 2025,20:10:35,564.12,52,,564.12,2025-01-19 20:10:35,2025-01-20 13:50:35
ORD01005559,CUST00693,REST0286,DP0037,2025-01-22,22:38:51,147.15,38,4.0,147.15,2025-01-22 22:38:51,2025-01-23 19:19:51
ORD01001334,CUST00832,REST0221,DP0272,Jan 26 2025,13:40:54,662.28,61,4.3,662.28,2025-01-26 13:40:54,2025-01-27 23:46:54
ORD01006022,CUST00420,REST0268,DP0029,2025/01/01,20:52:23,660.22,,4.5,660.22,2025-01-01 20:52:23,2025-01-02 00:07:23
ORD01005035,CUST00081,REST0148,DP0494,Jan 25 2025,19:49:19,853.84,58,3.8,853.84,2025-01-25 19:49:19,2025-01-28 18:41:19
ORD01007344,CUST00324,REST0128,DP0452,11/01/2025,23:59:14,79,28,,473.73,2025-01-11 23:59:14,2025-01-13 08:09:14
ORD01002050,CUST00304,REST0041,DP0433,2025/01/09,09:12:11,,50,4.0,466.1,2025-01-09 09:12:11,2025-01-10 07:53:11
ORD01002664,CUST00174,REST0109,DP0461,2025-01-25,21:59:08,367.91,59,4.6,367.91,2025-01-25 21:59:08,2025-01-26 21:58:08
ORD01003588,CUST01029,REST0208,DP0238,2025/01/26,22:42:25,,39,4.8,328.62,2025-01-26 22:42:25,2025-01-27 11:17:25
ORD01000607,CUST00844,REST0265,DP0329,Jan 02 2025,22:24:48,502.54,,3.8,502.54,2025-01-02 22:24:48,2025-01-05 12:23:48
ORD01003629,CUST00481,REST0230,DP0197,Jan 10 2025,21:22:36,247.99,,4.7,247.99,2025-01-10 21:22:36,2025-01-10 22:21:36
ORD01007435,CUST00968,REST0242,DP0135,Jan 01 2025,22:52:27,508.01,33,,508.01,2025-01-01 22:52:27,2025-01-02 03:03:27
ORD01002908,CUST00716,REST0006,DP0400,08/01/2025,14:31:47,,19,4.2,354.27,2025-01-08 14:31:47,2025-01-08 22:24:47
ORD01007051,CUST01106,REST0277,DP0266,2025-01-24,18:09:22,633.46,12,,633.46,2025-01-24 18:09:22,2025-01-24 19:35:22
ORD01007136,CUST00475,RESTX9023,DP0118,Jan 04 2025,15:07:51,,60,5.0,464.26,2025-01-04 15:07:51,2025-01-05 15:06:51
ORD01003130,CUST01033,REST0063,DP0447,2025/01/04,12:41:34,,,3.6,376.38,2025-01-04 12:41:34,2025-01-05 06:03:34
ORD01006749,CUST00896,REST0090,DP0049,24/01/2025,20:17:49,,51,5.0,511.2,2025-01-24 20:17:49,2025-01-26 03:42:49
ORD01007347,CUST00061,REST0089,DP0177,07/01/2025,18:49:07,160.48,,,160.48,2025-01-07 18:49:07,2025-01-09 18:45:07
ORD01000556,CUST01125,REST0109,DP0499,Jan 16 2025,19:45:53,627.69,23,5.0,627.69,2025-01-16 19:45:53,2025-01-18 18:43:53
ORD01001205,CUST00135,REST0107,DP0368,2025-01-10,13:09:31,428.64,,3.9,428.64,2025-01-10 13:09:31,2025-01-10 15:04:31
ORD01003305,CUSTX93168,REST0073,DP0363,22/01/2025,10:56:57,379.23,12,3.9,379.23,2025-01-22 10:56:57,2025-01-24 11:46:57
ORD01001418,CUST00072,REST0018,DP0143,2025-01-08,14:12:06,448.29,,3.7,448.29,2025-01-08 14:12:06,2025-01-10 16:42:06
ORD01007378,CUST00585,REST0285,DP0161,2025/01/26,17:03:33,644.2,40,4.5,644.2,2025-01-26 17:03:33,2025-01-27 04:27:33
ORD01004421,CUST00065,REST0214,DPX9288,2025-01-23,18:19:56,519.19,,,519.19,2025-01-23 18:19:56,2025-01-25 15:51:56
ORD01000573,CUSTX91539,REST0290,DP0203,2025-01-26,12:57:15,,39,,371.46,2025-01-26 12:57:15,2025-01-28 22:48:15
ORD01003173,CUST00176,REST0109,DP0173,2025/01/07,18:28:06,446.96,53,4.3,446.96,2025-01-07 18:28:06,2025-01-09 14:10:06
ORD01000865,CUST00919,REST0096,DP0025,Jan 11 2025,19:20:56,380.9,49,,380.9,2025-01-11 19:20:56,2025-01-12 11:47:56
ORD01000710,CUST00450,REST0198,DP0185,Jan 14 2025,16:22:32,522.55,32,3.8,522.55,2025-01-14 16:22:32,2025-01-15 23:30:32
ORD01004269,CUST00951,REST0119,DP0190,Jan 20 2025,22:02:22,585.69,55,4.1,585.69,2025-01-20 22:02:22,2025-01-22 03:40:22
ORD01000688,CUST00761,REST0152,DP0241,04/01/2025,13:56:11,821.12,48,4.2,821.12,2025-01-04 13:56:11,2025-01-05 13:06:11
ORD01007515,CUST00215,REST0171,DP0084,2025-01-06,13:01:06,561.84,43,0.7,561.84,2025-01-06 13:01:06,2025-01-08 22:47:06
ORD01001803,CUST00154,REST0259,DP0307,2025/01/10,21:53:26,302.29,42,4.9,302.29,2025-01-10 21:53:26,2025-01-13 09:45:26
ORD01005920,CUST01060,REST0125,DP0041,03/01/2025,15:00:47,464.28,,3.9,464.28,2025-01-03 15:00:47,2025-01-05 13:15:47
ORD01006907,CUST00963,REST0030,DP0451,Jan 26 2025,19:08:41,930.53,,4.1,930.53,2025-01-26 19:08:41,2025-01-26 22:06:41
ORD01003768,CUST00142,REST0215,DPX9156,Jan 26 2025,12:21:13,479.19,,6.4,479.19,2025-01-26 12:21:13,2025-01-29 12:13:13
ORD01007563,CUST00657,REST0124,DP0211,2025/01/24,14:44:14,269.7,,4.7,269.7,2025-01-24 14:44:14,2025-01-27 11:18:14
ORD01000343,CUST00504,REST0177,DP0379,21/01/2025,20:30:32,407.64,42,,407.64,2025-01-21 20:30:32,2025-01-24 18:23:32
ORD01002368,CUST01000,REST0004,DP0005,2025-01-01,16:04:32,,40,4.9,344.66,2025-01-01 16:04:32,2025-01-03 06:20:32
ORD01005197,CUST00227,REST0220,DP0061,Jan 26 2025,14:42:47,749.77,53,,749.77,2025-01-26 14:42:47,2025-01-29 12:32:47
ORD01006051,CUST00030,REST0064,DP0436,2025-01-16,20:35:48,,,,203.73,2025-01-16 20:35:48,2025-01-18 10:43:48
ORD01006453,CUST00433,REST0167,DP0468,30/01/2025,18:38:42,,33,3.9,395.2,2025-01-30 18:38:42,2025-02-01 06:40:42
ORD01003714,CUST00160,REST0262,DP0263,Jan 21 2025,23:15:25,,12,3.4,566.22,2025-01-21 23:15:25,2025-01-22 06:11:25
ORD01002545,CUST00878,REST0020,DP0416,2025/01/08,23:13:38,422.76,34,,422.76,2025-01-08 23:13:38,2025-01-09 14:38:38
ORD01002359,CUST00265,REST0016,DP0028,2025/01/21,20:14:14,485.68,48,3.3,485.68,2025-01-21 20:14:14,2025-01-24 12:21:14
ORD01006533,CUST00576,REST0056,DP0291,16/01/2025,14:00:27,359.34,,4.1,359.34,2025-01-16 14:00:27,2025-01-19 08:38:27
ORD01004543,CUST00570,REST0112,DP0087,06/01/2025,15:29:26,622.12,23,4.1,622.12,2025-01-06 15:29:26,2025-01-08 03:34:26
ORD01007783,CUST00232,REST0065,DP0053,2025/01/21,14:44:09,,21,3.3,319.32,2025-01-21 14:44:09,2025-01-23 20:31:09
ORD01002332,CUST00437,REST0283,DP0303,Jan 13 2025,19:17:49,397.97,55,4.2,397.97,2025-01-13 19:17:49,2025-01-16 08:12:49
ORD01001506,CUST00469,REST0008,DP0039,09/01/2025,16:20:13,-520.93,,,207.52,2025-01-09 16:20:13,2025-01-10 05:03:13
ORD01000119,CUST00826,REST0241,DPX9199,15/01/2025,22:18:02,379.08,,4.4,379.08,2025-01-15 22:18:02,2025-01-18 06:03:02
ORD01004063,CUST00117,REST0069,DP0476,Jan 22 2025,14:58:28,252.93,39,4.1,252.93,2025-01-22 14:58:28,2025-01-24 01:15:28
ORD01001027,CUST00341,REST0242,DP0105,2025/01/22,20:23:49,449.41,46,3.1,449.41,2025-01-22 20:23:49,2025-01-24 11:01:49
ORD01000213,CUSTX93398,RESTX9697,DP0084,03/01/2025,21:38:08,,,4.0,457.84,2025-01-03 21:38:08,2025-01-05 03:09:08
ORD01006620,CUST00544,REST0031,DP0434,08/01/2025,17:58:11,352.44,48,3.3,352.44,2025-01-08 17:58:11,2025-01-10 13:48:11
ORD01000473,CUST00747,REST0279,DP0233,2025-01-24,23:02:10,79,,3.4,259.2,2025-01-24 23:02:10,2025-01-27 10:29:10
ORD01007608,CUST00793,REST0153,DP0072,Jan 03 2025,21:35:10,,,4.9,146.98,2025-01-03 21:35:10,2025-01-03 21:55:10
ORD01002606,CUST00308,REST0219,DP0008,16/01/2025,22:50:09,420.81,24,,420.81,2025-01-16 22:50:09,2025-01-19 02:02:09
ORD01001789,CUST00584,REST0232,DP0340,2025-01-21,22:14:41,318.25,50,5.0,318.25,2025-01-21 22:14:41,2025-01-23 21:53:41
ORD01001721,CUST00224,REST0216,DP0469,2025-01-02,17:20:26,267.65,,3.7,267.65,2025-01-02 17:20:26,2025-01-05 08:31:26
ORD01001701,CUST00292,REST0165,DP0220,2025/01/14,14:03:54,538.55,45,4.5,538.55,2025-01-14 14:03:54,2025-01-15 09:01:54
ORD01003721,CUST00408,RESTX9353,DP0086,28/01/2025,15:11:14,535.9,46,3.8,535.9,2025-01-28 15:11:14,2025-01-28 18:33:14
ORD01005643,CUST00286,REST0201,DP0152,18/01/2025,21:54:31,688.46,67,,688.46,2025-01-18 21:54:31,2025-01-21 10:37:31
ORD01001566,CUST00923,REST0084,DP0062,Jan 09 2025,19:37:22,547.89,63,3.9,547.89,2025-01-09 19:37:22,2025-01-10 01:50:22
ORD01004836,CUST00575,REST0069,DP0033,2025/01/14,14:11:20,499.52,49,4.3,499.52,2025-01-14 14:11:20,2025-01-15 11:09:20
ORD01007191,CUST01103,REST0290,DP0445,2025/01/02,21:44:25,426.83,21,4.4,426.83,2025-01-02 21:44:25,2025-01-03 04:14:25
ORD01006076,CUST00331,RESTX9649,DP0376,2025-01-12,21:48:57,596.55,50,4.1,596.55,2025-01-12 21:48:57,2025-01-13 00:12:57
ORD01006464,CUST00854,REST0025,DP0081,2025-01-16,22:20:48,,42,4.3,171.91,2025-01-16 22:20:48,2025-01-19 16:58:48
ORD01004867,CUST00228,REST0112,DP0162,Jan 21 2025,20:00:07,,,3.9,597.31,2025-01-21 20:00:07,2025-01-24 14:37:07
ORD01007530,CUST00484,REST0067,DP0246,Jan 05 2025,21:23:55,,32,4.9,431.54,2025-01-05 21:23:55,2025-01-08 12:56:55
ORD01000542,CUST00893,REST0007,DP0407,Jan 12 2025,09:30:59,,-26,3.9,153.26,2025-01-12 09:30:59,2025-01-15 05:12:59
ORD01003358,CUST00450,RESTX9053,DP0205,2025-01-18,20:12:56,383.2,43,5.0,383.2,2025-01-18 20:12:56,2025-01-21 19:09:56
ORD01001476,CUST00443,REST0055,DP0324,26/01/2025,12:01:07,297.63,,4.6,297.63,2025-01-26 12:01:07,2025-01-26 21:48:07
ORD01005600,CUST00775,REST0233,DP0426,Jan 15 2025,21:49:12,,30,3.9,279.66,2025-01-15 21:49:12,2025-01-16 08:36:12
ORD01001102,CUST00724,REST0148,DP0446,2025/01/25,23:17:07,517.43,,4.7,517.43,2025-01-25 23:17:07,2025-01-26 01:52:07
ORD01003416,CUST00433,RESTX9186,DP0294,22/01/2025,16:45:56,572.16,76,4.5,572.16,2025-01-22 16:45:56,2025-01-25 04:51:56
ORD01000371,CUST00135,REST0154,DP0302,07/01/2025,19:32:08,,27,,347.81,2025-01-07 19:32:08,2025-01-08 01:20:08
ORD01006379,CUST01121,REST0251,DP0020,06/01/2025,20:47:15,213.24,71,4.3,213.24,2025-01-06 20:47:15,2025-01-07 02:48:15
ORD01007227,CUST00589,REST0241,DP0004,2025/01/20,23:16:25,-172.05,31,5.0,473.55,2025-01-20 23:16:25,2025-01-22 22:09:25
ORD01004493,CUST00753,REST0251,DP0032,22/01/2025,17:50:44,,46,4.2,364.61,2025-01-22 17:50:44,2025-01-24 06:55:44
ORD01002369,CUST00238,REST0240,DP0363,15/01/2025,19:20:04,228.85,58,4.1,228.85,2025-01-15 19:20:04,2025-01-16 00:51:04
ORD01007147,CUST00082,REST0155,DP0469,10/01/2025,19:04:18,312.53,71,3.8,312.53,2025-01-10 19:04:18,2025-01-11 07:55:18
ORD01007632,CUST00126,REST0016,DP0395,2025-01-17,13:24:29,352.41,,4.1,352.41,2025-01-17 13:24:29,2025-01-20 11:36:29
ORD01007678,CUST00502,REST0031,DP0183,2025-01-18,09:13:37,365.65,,,365.65,2025-01-18 09:13:37,2025-01-18 23:41:37
ORD01005305,CUST01140,REST0068,DP0089,2025/01/06,20:16:03,710.74,62,4.3,710.74,2025-01-06 20:16:03,2025-01-08 11:12:03
ORD01004510,CUST00500,REST0131,DPX9988,14/01/2025,19:21:55,480.74,58,,480.74,2025-01-14 19:21:55,2025-01-17 15:06:55
ORD01000646,CUST00566,REST0208,DP0116,24/01/2025,21:16:05,,47,5.0,447.85,2025-01-24 21:16:05,2025-01-25 09:33:05
ORD01001305,CUST00123,REST0234,DP0291,Jan 03 2025,18:25:07,261.03,19,,261.03,2025-01-03 18:25:07,2025-01-05 02:22:07
ORD01004544,CUST01082,REST0028,DP0302,12/01/2025,20:10:05,482.04,,,482.04,2025-01-12 20:10:05,2025-01-15 07:07:05
ORD01005362,CUST00590,RESTX9563,DP0213,02/01/2025,19:20:33,590.28,56,2.6,590.28,2025-01-02 19:20:33,2025-01-04 06:09:33
ORD01005632,CUST00762,REST0190,DP0379,2025/01/24,20:53:14,469.24,50,3.5,469.24,2025-01-24 20:53:14,2025-01-26 13:22:14
ORD01005082,CUST00547,REST0088,DP0382,2025-01-23,20:42:39,670.19,-13,5.3,670.19,2025-01-23 20:42:39,2025-01-25 14:48:39
ORD01005697,CUST00573,REST0154,DP0395,2025/01/22,23:22:33,426.6,41,,426.6,2025-01-22 23:22:33,2025-01-25 21:59:33
ORD01000439,CUST01049,REST0152,DP0464,02/01/2025,12:34:43,465.85,33,3.5,465.85,2025-01-02 12:34:43,2025-01-02 21:41:43
ORD01000364,CUST00673,REST0084,DP0113,2025-01-28,14:55:53,196.39,39,4.2,196.39,2025-01-28 14:55:53,2025-01-30 21:02:53
ORD01002894,CUST00678,REST0281,DP0471,18/01/2025,19:12:00,,57,,638.49,2025-01-18 19:12:00,2025-01-21 08:07:00
ORD01004315,CUST00493,REST0170,DP0076,2025/01/30,21:16:40,379.26,42,4.2,379.26,2025-01-30 21:16:40,2025-02-02 16:53:40
ORD01005757,CUST00817,REST0040,DP0362,Jan 13 2025,19:11:44,702.69,60,,702.69,2025-01-13 19:11:44,2025-01-16 12:40:44
ORD01005299,CUST00338,REST0072,DP0205,05/01/2025,20:50:59,506.55,-61,2.9,506.55,2025-01-05 20:50:59,2025-01-08 04:28:59
ORD01002734,CUST00868,REST0175,DP0277,30/01/2025,19:30:23,283.6,,4.5,283.6,2025-01-30 19:30:23,2025-02-02 12:05:23
ORD01005854,CUST00484,REST0144,DP0338,2025/01/23,14:23:52,605.05,unknown,4.2,605.05,2025-01-23 14:23:52,2025-01-25 16:40:52
ORD01006131,CUST00473,REST0085,DPX9086,01/01/2025,20:40:45,591.79,,5.0,591.79,2025-01-01 20:40:45,2025-01-03 14:29:45
ORD01005667,CUST01119,REST0186,DP0470,2025/01/25,15:15:26,417.52,27,4.3,417.52,2025-01-25 15:15:26,2025-01-26 03:21:26
ORD01001123,CUST00956,REST0039,DP0364,2025/01/06,20:23:45,585.54,46,3.2,585.54,2025-01-06 20:23:45,2025-01-07 11:27:45
ORD01006845,CUST00857,REST0096,DP0041,19/01/2025,14:38:29,591.64,42,2.9,591.64,2025-01-19 14:38:29,2025-01-19 19:39:29
ORD01006518,CUST00724,REST0017,DP0367,2025-01-26,08:07:50,727.55,,4.7,727.55,2025-01-26 08:07:50,2025-01-26 15:23:50
ORD01000023,CUST00517,REST0009,DP0287,2025-01-18,15:28:00,512.3,41,4.6,512.3,2025-01-18 15:28:00,2025-01-21 11:00:00
ORD01007506,CUST00500,REST0104,DP0480,2025/01/14,12:52:34,,52,2.2,270.47,2025-01-14 12:52:34,2025-01-14 21:32:34
ORD01007985,CUST00077,REST0149,DP0280,2025-01-28,15:59:56,363.88,42,4.1,363.88,2025-01-28 15:59:56,2025-01-29 20:53:56
ORD01007462,CUST00489,REST0247,DP0350,2025/01/19,21:58:53,583.79,,4.5,583.79,2025-01-19 21:58:53,2025-01-22 15:57:53
ORD01000458,CUST00643,RESTX9700,DP0095,2025/01/09,20:38:46,674.14,56,4.3,674.14,2025-01-09 20:38:46,2025-01-12 06:04:46
ORD01007505,CUST01004,REST0177,DP0056,2025-01-14,17:57:22,527.5,,3.2,527.5,2025-01-14 17:57:22,2025-01-16 17:47:22
ORD01002724,CUST00417,REST0132,DP0188,2025/01/06,12:15:42,374.54,,3.9,374.54,2025-01-06 12:15:42,2025-01-09 10:34:42
ORD01007700,CUST00850,REST0146,DP0081,2025-01-26,15:26:31,819.66,64,4.5,819.66,2025-01-26 15:26:31,2025-01-26 20:47:31
ORD01001362,CUST00283,REST0186,DP0238,2025/01/09,23:41:17,,43,4.7,219.64,2025-01-09 23:41:17,2025-01-10 09:08:17
ORD01000781,CUST00151,REST0055,DP0228,2025-01-02,22:20:49,480.85,unknown,5.0,480.85,2025-01-02 22:20:49,2025-01-04 23:39:49
ORD01007237,CUST00171,REST0224,DP0242,2025-01-06,13:02:43,,12,4.0,262.28,2025-01-06 13:02:43,2025-01-09 10:05:43
ORD01000987,CUST01103,REST0143,DP0401,08/01/2025,13:32:09,500.48,,3.5,500.48,2025-01-08 13:32:09,2025-01-08 14:55:09
ORD01007217,CUST00224,REST0199,DP0131,2025-01-04,23:58:51,340.96,58,3.9,340.96,2025-01-04 23:58:51,2025-01-06 08:22:51
ORD01002803,CUST00771,REST0259,DP0025,2025/01/24,21:22:46,612.96,48,3.7,612.96,2025-01-24 21:22:46,2025-01-25 09:07:46
ORD01004554,CUST01014,REST0276,DP0403,2025-01-23,20:12:19,,82,,377.56,2025-01-23 20:12:19,2025-01-25 06:05:19
ORD01007299,CUST00767,REST0220,DP0214,13/01/2025,21:08:39,631.54,48,4.5,631.54,2025-01-13 21:08:39,2025-01-15 01:33:39
ORD01006283,CUST00259,REST0074,DP0255,2025-01-30,20:21:02,,,3.7,285.74,2025-01-30 20:21:02,2025-02-01 04:05:02
ORD01000136,CUST00659,REST0165,DP0459,2025-01-08,20:25:30,475.52,18,3.7,475.52,2025-01-08 20:25:30,2025-01-09 12:29:30
ORD01005572,CUST00443,REST0111,DP0036,17/01/2025,15:04:57,348.94,53,,348.94,2025-01-17 15:04:57,2025-01-19 17:00:57
ORD01003621,CUST00523,REST0255,DPX9872,2025-01-19,20:43:08,,,4.7,226.03,2025-01-19 20:43:08,2025-01-20 22:42:08
ORD01006431,CUSTX92357,REST0020,DP0266,01/01/2025,19:22:10,598.35,,,598.35,2025-01-01 19:22:10,2025-01-04 19:13:10
ORD01001896,CUST00660,REST0121,DP0344,2025/01/29,19:20:15,700.48,37,,700.48,2025-01-29 19:20:15,2025-01-30 20:05:15
ORD01005053,CUST00608,REST0005,DP0103,2025-01-18,21:53:03,,69,4.8,578.01,2025-01-18 21:53:03,2025-01-20 18:40:03
ORD01005743,CUST00108,REST0058,DP0163,2025-01-16,15:38:14,495.01,,,495.01,2025-01-16 15:38:14,2025-01-17 09:55:14
ORD01002276,CUST00206,REST0136,DP0389,2025-01-03,12:15:49,,19,3.6,579.36,2025-01-03 12:15:49,2025-01-06 10:49:49
ORD01007074,CUST00936,REST0188,DP0152,Jan 17 2025,19:24:16,670.28,25,3.3,670.28,2025-01-17 19:24:16,2025-01-18 14:05:16
ORD01001602,CUST00207,REST0286,DP0323,2025-01-27,09:59:22,407.64,52,4.2,407.64,2025-01-27 09:59:22,2025-01-29 09:11:22
ORD01004825,CUST00310,REST0015,DP0444,22/01/2025,15:11:11,79,63,4.2,408.71,2025-01-22 15:11:11,2025-01-22 17:52:11
ORD01001946,CUST00510,REST0177,DP0434,2025/01/18,20:39:00,591.59,26,4.7,591.59,2025-01-18 20:39:00,2025-01-19 08:19:00
ORD01000747,CUST00754,REST0205,DP0404,2025-01-03,21:13:49,564.06,38,3.9,564.06,2025-01-03 21:13:49,2025-01-06 17:52:49
ORD01003193,CUST00551,REST0071,DP0364,2025/01/27,20:26:55,436.53,58,4.0,436.53,2025-01-27 20:26:55,2025-01-30 11:37:55
ORD01003583,CUST00582,REST0116,DP0362,Jan 03 2025,13:12:41,487.3,45,4.6,487.3,2025-01-03 13:12:41,2025-01-05 00:39:41
ORD01000437,CUST00100,REST0134,DP0142,2025-01-28,22:27:18,799.56,46,,799.56,2025-01-28 22:27:18,2025-01-31 16:15:18
ORD01000131,CUST01125,REST0167,DP0361,2025/01/05,22:25:06,758.18,62,4.2,758.18,2025-01-05 22:25:06,2025-01-07 05:54:06
ORD01005374,CUST00577,REST0063,DP0018,09/01/2025,22:04:48,592.95,37,4.3,592.95,2025-01-09 22:04:48,2025-01-11 14:01:48
ORD01000465,CUST00872,REST0066,DP0004,Jan 31 2025,21:19:25,408.78,,4.2,408.78,2025-01-31 21:19:25,2025-02-01 06:16:25
ORD01000540,CUST01009,REST0281,DP0267,2025/01/31,17:19:26,201.94,43,5.0,201.94,2025-01-31 17:19:26,2025-02-02 00:47:26
ORD01005258,CUST00078,REST0073,DP0202,Jan 16 2025,13:01:44,,36,,425.6,2025-01-16 13:01:44,2025-01-17 19:53:44
ORD01000788,CUST00012,REST0227,DP0039,Jan 01 2025,19:16:26,,72,5.0,231.91,2025-01-01 19:16:26,2025-01-03 23:43:26
ORD01001394,CUST01092,REST0106,DP0361,2025-01-02,22:07:29,,42,4.6,463.47,2025-01-02 22:07:29,2025-01-02 22:41:29
ORD01007997,CUST00980,REST0051,DP0121,2025/01/03,19:22:57,261.08,73,,261.08,2025-01-03 19:22:57,2025-01-05 15:03:57
ORD01004217,CUST00994,REST0258,DP0038,Jan 16 2025,21:13:37,283.67,,3.7,283.67,2025-01-16 21:13:37,2025-01-19 07:23:37
ORD01001468,CUST00384,REST0111,DP0156,2025-01-27,21:03:20,618.26,,,618.26,2025-01-27 21:03:20,2025-01-30 06:51:20
ORD01004567,CUSTX91561,REST0199,DP0432,27/01/2025,14:42:06,866.06,27,4.2,866.06,2025-01-27 14:42:06,2025-01-28 14:38:06
ORD01007582,CUST00173,REST0084,DP0168,08/01/2025,08:10:44,874.59,,,874.59,2025-01-08 08:10:44,2025-01-09 09:18:44
ORD01002612,CUST00933,REST0098,DP0221,09/01/2025,22:11:54,,68,4.2,345.67,2025-01-09 22:11:54,2025-01-10 21:34:54
ORD01006467,CUST00128,REST0255,DP0003,05/01/2025,13:15:33,295.86,46,,295.86,2025-01-05 13:15:33,2025-01-07 12:17:33
ORD01004429,CUST01105,REST0256,DP0244,2025/01/24,23:39:04,143.89,32,5.0,143.89,2025-01-24 23:39:04,2025-01-25 19:18:04
ORD01002920,CUST00699,REST0171,DP0272,19/01/2025,20:44:39,758.35,44,3.4,758.35,2025-01-19 20:44:39,2025-01-21 23:43:39
ORD01006598,CUST00971,REST0102,DP0060,2025/01/01,19:12:53,521.32,40,4.4,521.32,2025-01-01 19:12:53,2025-01-02 18:58:53
ORD01003265,CUST00335,REST0213,DP0480,Jan 16 2025,19:40:02,415.91,39,4.8,415.91,2025-01-16 19:40:02,2025-01-19 10:13:02
ORD01004622,CUST00221,REST0245,DP0325,2025-01-29,20:18:53,508.81,73,3.2,508.81,2025-01-29 20:18:53,2025-01-30 17:27:53
ORD01005063,CUST00265,REST0170,DP0248,12/01/2025,14:40:22,,,4.6,415.86,2025-01-12 14:40:22,2025-01-12 22:55:22
ORD01003379,CUST00975,REST0150,DP0194,20/01/2025,15:42:08,492.06,28,,492.06,2025-01-20 15:42:08,2025-01-21 23:45:08
ORD01001059,CUST00420,REST0210,DP0034,02/01/2025,13:31:35,333.93,,3.3,333.93,2025-01-02 13:31:35,2025-01-03 13:02:35
ORD01001019,CUST00686,REST0247,DP0039,17/01/2025,20:41:08,495.06,45,3.4,495.06,2025-01-17 20:41:08,2025-01-19 13:15:08
ORD01005760,CUST00443,REST0136,DP0436,2025-01-22,20:19:38,474.8,37,,474.8,2025-01-22 20:19:38,2025-01-23 16:30:38
