order_id,customer_id,restaurant_id,partner_id,order_date,order_time,order_amount,delivery_time,rating,payment_amount,created_at,updated_at,promo_code
ORD02000397,CUST00029,REST0228,DP0343,Feb 10 2025,19:41:39,,,5.0,460.08,2025-02-10 19:41:39,2025-02-13 08:29:39,FREESHIP
ORD02006028,CUST00113,REST0238,DP0462,2025/02/03,16:06:32,505.74,38,5.0,505.74,2025-02-03 16:06:32,2025-02-04 06:49:32,DINNERDEAL
ORD02002052,CUST00645,REST0101,DP0428,10/02/2025,21:41:27,630.88,32,5.0,630.88,2025-02-10 21:41:27,2025-02-11 09:18:27,SAVE50
ORD02002120,CUST00330,REST0221,DP0306,05/02/2025,20:26:42,272.75,46,4.7,272.75,2025-02-05 20:26:42,2025-02-07 13:36:42,WELCOME100
ORD02002382,CUST00289,REST0213,DP0301,2025/02/25,18:00:14,,,3.0,438.9,2025-02-25 18:00:14,2025-02-28 12:41:14,
ORD02001562,CUST00311,REST0215,DP0147,2025-02-13,09:29:59,NA,41,4.4,637.13,2025-02-13 09:29:59,2025-02-15 00:15:59,
ORD02000290,CUST00487,REST0234,DP0460,2025/02/09,14:14:54,,50,3.6,317.0,2025-02-09 14:14:54,2025-02-10 07:38:54,
ORD02007698,CUST00635,REST0166,DP0409,09/02/2025,23:53:51,NA,47,4.2,463.39,2025-02-09 23:53:51,2025-02-12 09:05:51,NEWUSER
ORD02000375,CUST00975,REST0019,DP0062,Feb 22 2025,22:11:12,626.89,38,,626.89,2025-02-22 22:11:12,2025-02-25 20:12:12,SAVE50
ORD02001903,CUST00241,REST0184,DP0410,20/02/2025,12:30:28,215.53,34,,215.53,2025-02-20 12:30:28,2025-02-20 15:39:28,DINNERDEAL
ORD02004515,CUST00643,REST0081,DP0099,2025/02/06,23:49:27,,57,2.9,434.29,2025-02-06 23:49:27,2025-02-07 09:53:27,NEWUSER
ORD02002231,CUST00829,REST0217,DP0406,25/02/2025,16:03:56,-665.96,29,4.1,87.04,2025-02-25 16:03:56,2025-02-26 23:58:56,WELCOME100
ORD02007028,CUST01102,REST0230,DP0059,08/02/2025,18:58:46,518.91,-33,,518.91,2025-02-08 18:58:46,2025-02-11 10:18:46,WELCOME100
ORD02005090,CUST00772,REST0259,DP0181,2025/02/08,20:07:32,677.7,,5.0,677.7,2025-02-08 20:07:32,2025-02-09 08:00:32,WELCOME100
ORD02005187,CUSTX93964,REST0262,DP0013,Feb 14 2025,10:50:13,,,,263.59,2025-02-14 10:50:13,2025-02-15 07:10:13,DINNERDEAL
ORD02003299,CUSTX98028,REST0185,DP0448,02/02/2025,19:05:54,500.92,43,3.4,500.92,2025-02-02 19:05:54,2025-02-03 23:59:54,FREESHIP
ORD02002040,CUST00016,REST0028,DP0484,18/02/2025,21:59:24,452.36,16,2.9,452.36,2025-02-18 21:59:24,2025-02-19 19:17:24,DINNERDEAL
ORD02002301,CUST01063,REST0020,DP0232,26/02/2025,21:42:42,574.15,40,4.1,574.15,2025-02-26 21:42:42,2025-03-01 04:28:42,SAVE50
ORD02003591,CUST00150,REST0042,DP0076,Feb 20 2025,15:27:02,,34,,453.08,2025-02-20 15:27:02,2025-02-23 13:12:02,DINNERDEAL
ORD02003492,CUST00901,REST0287,DP0224,09/02/2025,19:25:03,827.9,-19,3.8,827.9,2025-02-09 19:25:03,2025-02-11 21:55:03,FREESHIP
ORD02001620,CUST00650,REST0254,DP0114,2025/02/08,15:22:06,,,4.0,292.61,2025-02-08 15:22:06,2025-02-08 23:48:06,NEWUSER
ORD02002841,CUST00688,REST0032,DP0376,2025-02-03,20:57:47,,47,5.0,406.37,2025-02-03 20:57:47,2025-02-05 09:59:47,SAVE50
ORD02006112,CUST00684,REST0205,DP0221,Feb 18 2025,21:25:57,332.94,41,4.4,332.94,2025-02-18 21:25:57,2025-02-19 21:00:57,SAVE50
ORD02007779,CUST00399,REST0200,DP0333,23/02/2025,19:25:37,670.1,66,3.6,670.1,2025-02-23 19:25:37,2025-02-25 16:35:37,
ORD02005801,CUSTX95377,REST0035,DP0414,2025/02/26,14:36:34,,12,4.1,348.89,2025-02-26 14:36:34,2025-02-26 22:33:34,WELCOME100
ORD02003726,CUST00290,REST0148,DP0359,2025-02-09,15:59:04,,58,2.9,152.11,2025-02-09 15:59:04,2025-02-11 20:00:04,NEWUSER
ORD02004271,CUST00571,REST0209,DP0093,2025/02/20,22:09:26,,46,,463.72,2025-02-20 22:09:26,2025-02-21 20:00:26,NEWUSER
ORD02002195,CUST00344,REST0041,DP0046,2025/02/05,17:07:49,,,4.2,429.73,2025-02-05 17:07:49,2025-02-07 23:41:49,WELCOME100
ORD02002925,CUST00366,REST0017,DP0098,23/02/2025,09:20:26,361.24,12,-0.3,361.24,2025-02-23 09:20:26,2025-02-25 09:17:26,
ORD02006790,CUST00481,REST0057,DP0003,2025-02-28,18:33:16,167.74,22,4.3,167.74,2025-02-28 18:33:16,2025-03-03 08:09:16,NEWUSER
ORD02005190,CUST00220,REST0240,DP0425,2025-02-28,10:54:46,390.14,unknown,4.2,390.14,2025-02-28 10:54:46,2025-03-02 12:59:46,WELCOME100
ORD02001401,CUST00513,REST0148,DP0243,2025/02/25,20:33:48,,54,3.2,389.44,2025-02-25 20:33:48,2025-02-26 23:15:48,NEWUSER
ORD02007164,CUST01057,REST0148,DP0193,Feb 22 2025,13:45:02,,62,,283.6,2025-02-22 13:45:02,2025-02-22 23:13:02,NEWUSER
ORD02006491,CUST00128,REST0082,DP0078,06/02/2025,23:41:06,393.01,19,3.5,393.01,2025-02-06 23:41:06,2025-02-07 01:00:06,DINNERDEAL
ORD02002508,CUSTX92575,REST0086,DP0189,2025-02-09,16:58:18,670.54,36,3.7,670.54,2025-02-09 16:58:18,2025-02-10 05:40:18,SAVE50
ORD02003953,CUST00159,REST0064,DP0283,10/02/2025,13:01:26,247.92,,3.3,247.92,2025-02-10 13:01:26,2025-02-12 17:42:26,WELCOME100
ORD02004683,CUST00836,REST0072,DP0413,2025/02/24,16:17:27,,57,,400.18,2025-02-24 16:17:27,2025-02-24 20:40:27,WELCOME100
ORD02007231,CUST00979,REST0287,DP0071,2025-02-06,21:04:06,754.32,37,4.3,754.32,2025-02-06 21:04:06,2025-02-06 21:39:06,FREESHIP
ORD02003936,CUST00887,REST0061,DP0285,2025/02/17,16:55:23,341.69,,5.9,341.69,2025-02-17 16:55:23,2025-02-18 17:31:23,FREESHIP
ORD02006227,CUST00130,REST0261,DP0201,2025/02/25,21:53:47,315.97,59,4.5,315.97,2025-02-25 21:53:47,2025-02-26 11:12:47,SAVE50
ORD02007644,CUST00542,REST0219,DP0341,2025-02-11,15:52:13,,,3.9,259.51,2025-02-11 15:52:13,2025-02-12 18:52:13,WELCOME100
ORD02000411,CUST01118,REST0068,DP0078,Feb 21 2025,21:05:56,,38,,466.85,2025-02-21 21:05:56,2025-02-23 13:49:56,WEEKEND75
ORD02005057,CUST00591,REST0040,DP0337,24/02/2025,15:09:19,251.16,21,4.2,251.16,2025-02-24 15:09:19,2025-02-26 13:20:19,SAVE50
ORD02005142,CUST00306,REST0120,DP0343,2025-02-12,23:57:58,,40,4.5,527.4,2025-02-12 23:57:58,2025-02-15 22:13:58,WEEKEND75
ORD02007713,CUST00657,REST0286,DP0130,2025-02-17,20:10:55,436.65,,3.2,436.65,2025-02-17 20:10:55,2025-02-19 05:12:55,WELCOME100
ORD02006361,CUST00042,REST0145,DP0303,Feb 05 2025,22:02:04,,65,3.5,160.23,2025-02-05 22:02:04,2025-02-08 20:38:04,
ORD02005050,CUST00269,REST0058,DP0213,2025/02/24,15:21:03,554.22,43,3.9,554.22,2025-02-24 15:21:03,2025-02-25 22:59:03,WELCOME100
ORD02004064,CUST00620,REST0279,DP0380,2025-02-16,18:32:46,137.78,42,2.5,137.78,2025-02-16 18:32:46,2025-02-18 23:46:46,FREESHIP
ORD02003994,CUST01051,REST0132,DP0407,2025/02/02,09:54:31,559.45,51,,559.45,2025-02-02 09:54:31,2025-02-03 06:31:31,SAVE50
ORD02003383,CUST01010,REST0259,DP0344,2025-02-06,14:38:16,449.96,44,4.0,449.96,2025-02-06 14:38:16,2025-02-09 13:46:16,SAVE50
ORD02004339,CUST00347,REST0176,DP0376,08/02/2025,20:33:33,743.71,,4.7,743.71,2025-02-08 20:33:33,2025-02-10 14:00:33,
ORD02005303,CUST00227,REST0263,DP0098,08/02/2025,18:22:42,599.21,-17,4.3,599.21,2025-02-08 18:22:42,2025-02-09 22:39:42,NEWUSER
ORD02001771,CUST00719,REST0015,DP0018,2025-02-15,23:55:43,,26,,215.08,2025-02-15 23:55:43,2025-02-18 13:57:43,
ORD02001587,CUST00439,REST0202,DP0323,2025/02/12,22:44:14,432.94,20,4.0,432.94,2025-02-12 22:44:14,2025-02-15 10:33:14,NEWUSER
ORD02003675,CUST00836,REST0129,DP0362,2025/02/15,21:18:35,741.23,47,4.1,741.23,2025-02-15 21:18:35,2025-02-16 05:51:35,
ORD02005748,CUST00242,REST0288,DP0292,2025/02/17,22:53:22,496.32,65,3.3,496.32,2025-02-17 22:53:22,2025-02-18 13:48:22,
ORD02004573,CUST00905,REST0229,DP0410,2025/02/25,17:23:30,835.9,,4.8,835.9,2025-02-25 17:23:30,2025-02-26 10:17:30,FREESHIP
ORD02006471,CUST00531,REST0028,DP0175,2025-02-21,10:07:32,541.57,48,5.0,541.57,2025-02-21 10:07:32,2025-02-23 04:05:32,WELCOME100
ORD02002864,CUST00442,REST0242,DP0147,08/02/2025,22:37:43,812.93,,,812.93,2025-02-08 22:37:43,2025-02-11 18:21:43,NEWUSER
ORD02000645,CUST00505,REST0276,DP0174,Feb 21 2025,22:47:46,550.31,48,4.2,550.31,2025-02-21 22:47:46,2025-02-24 22:34:46,WELCOME100
ORD02006408,CUST00348,REST0184,DP0354,2025-02-08,22:40:36,536.06,,3.2,536.06,2025-02-08 22:40:36,2025-02-11 00:36:36,WEEKEND75
ORD02005249,CUST00911,REST0223,DP0103,03/02/2025,22:12:10,522.83,,3.7,522.83,2025-02-03 22:12:10,2025-02-04 01:15:10,WEEKEND75
ORD02005699,CUST00641,REST0077,DP0104,2025/02/11,15:45:42,594.36,12,4.5,594.36,2025-02-11 15:45:42,2025-02-14 02:26:42,NEWUSER
ORD02003707,CUST00271,REST0251,DP0165,22/02/2025,12:29:09,991.64,55,4.0,991.64,2025-02-22 12:29:09,2025-02-25 05:03:09,WELCOME100
ORD02006347,CUST01097,REST0032,DP0294,2025/02/19,19:46:27,268.33,47,5.0,268.33,2025-02-19 19:46:27,2025-02-21 22:51:27,SAVE50
ORD02006322,CUST00581,REST0173,DP0338,Feb 21 2025,14:28:38,576.65,46,3.4,576.65,2025-02-21 14:28:38,2025-02-22 21:55:38,FREESHIP
ORD02002831,CUST00566,RESTX9496,DP0095,2025-02-17,21:34:09,500.17,49,4.6,500.17,2025-02-17 21:34:09,2025-02-20 07:01:09,
ORD02007572,CUST00234,REST0165,DP0441,17/02/2025,19:10:59,256.93,49,,256.93,2025-02-17 19:10:59,2025-02-18 10:46:59,FREESHIP
ORD02007119,CUST00916,REST0160,DP0101,10/02/2025,17:00:37,,41,3.6,409.97,2025-02-10 17:00:37,2025-02-13 09:30:37,FREESHIP
ORD02003582,CUST01124,REST0218,DP0003,11/02/2025,21:44:25,,,4.1,239.93,2025-02-11 21:44:25,2025-02-13 13:57:25,FREESHIP
ORD02004039,CUST01045,REST0227,DP0024,2025/02/21,20:08:45,161.29,42,4.1,161.29,2025-02-21 20:08:45,2025-02-22 07:20:45,WELCOME100
ORD02004559,CUST01056,REST0060,DP0018,2025/02/28,22:52:17,718.28,46,3.7,718.28,2025-02-28 22:52:17,2025-03-03 05:52:17,WEEKEND75
ORD02000998,CUST00509,REST0024,DP0348,2025/02/22,22:59:50,589.95,,,589.95,2025-02-22 22:59:50,2025-02-23 06:43:50,WEEKEND75
ORD02001330,CUST00524,REST0211,DP0002,26/02/2025,22:10:59,,36,4.3,472.46,2025-02-26 22:10:59,2025-03-01 06:26:59,SAVE50
ORD02001636,CUST00093,REST0053,DP0278,Feb 13 2025,20:22:14,739.44,,3.0,739.44,2025-02-13 20:22:14,2025-02-14 00:42:14,WEEKEND75
ORD02002585,CUST00347,REST0132,DP0102,2025/02/09,12:39:16,364.69,65,3.9,364.69,2025-02-09 12:39:16,2025-02-09 14:18:16,
ORD02000378,CUST00735,REST0139,DP0248,Feb 24 2025,15:09:10,354.45,,,354.45,2025-02-24 15:09:10,2025-02-24 15:21:10,WELCOME100
ORD02002210,CUST00469,REST0144,DP0410,2025-02-18,21:41:26,543.6,,,543.6,2025-02-18 21:41:26,2025-02-20 12:44:26,NEWUSER
ORD02006903,CUST00204,REST0244,DP0136,2025/02/22,19:08:32,700.7,68,3.0,700.7,2025-02-22 19:08:32,2025-02-24 13:36:32,SAVE50
ORD02006341,CUST00608,REST0271,DP0429,2025-02-11,19:40:00,-329.83,51,4.2,79.0,2025-02-11 19:40:00,2025-02-12 01:34:00,FREESHIP
ORD02000277,CUST00385,REST0033,DP0188,22/02/2025,13:57:09,549.18,,3.3,549.18,2025-02-22 13:57:09,2025-02-24 22:41:09,WEEKEND75
ORD02006476,CUST00058,REST0164,DP0043,2025-02-17,17:34:45,85.48,12,,85.48,2025-02-17 17:34:45,2025-02-19 04:29:45,WEEKEND75
ORD02003313,CUST00800,REST0055,DP0317,2025/02/18,15:46:40,,45,5.0,476.48,2025-02-18 15:46:40,2025-02-21 15:40:40,SAVE50
ORD02005487,CUST00577,REST0278,DP0204,Feb 08 2025,20:06:08,409.46,47,,409.46,2025-02-08 20:06:08,2025-02-09 18:41:08,FREESHIP
ORD02003354,CUST00660,REST0216,DP0383,05/02/2025,18:43:13,343.1,unknown,4.1,343.1,2025-02-05 18:43:13,2025-02-06 23:03:13,DINNERDEAL
ORD02001303,CUST00856,RESTX9681,DP0425,Feb 01 2025,22:23:17,729.28,52,5.7,729.28,2025-02-01 22:23:17,2025-02-02 20:57:17,
ORD02002840,CUST00044,REST0174,DP0431,22/02/2025,21:29:28,563.01,53,4.9,563.01,2025-02-22 21:29:28,2025-02-23 15:38:28,DINNERDEAL
ORD02006533,CUST00925,REST0004,DP0232,2025-02-11,14:25:14,725.59,39,4.7,725.59,2025-02-11 14:25:14,2025-02-12 21:59:14,WELCOME100
ORD02007230,CUST00146,REST0089,DP0261,2025-02-26,20:24:44,499.27,35,,499.27,2025-02-26 20:24:44,2025-03-01 14:27:44,DINNERDEAL
ORD02004412,CUST00579,REST0078,DP0047,24/02/2025,18:23:15,760.68,40,4.9,760.68,2025-02-24 18:23:15,2025-02-27 08:03:15,WELCOME100
ORD02000971,CUST00386,REST0177,DP0072,Feb 01 2025,14:48:41,,45,,489.77,2025-02-01 14:48:41,2025-02-03 21:57:41,DINNERDEAL
ORD02002525,CUST00831,REST0111,DP0196,2025/02/28,16:30:41,179.08,17,3.9,179.08,2025-02-28 16:30:41,2025-03-03 06:26:41,SAVE50
ORD02006365,CUST00208,REST0067,DP0311,03/02/2025,21:21:35,,43,4.6,447.44,2025-02-03 21:21:35,2025-02-06 14:01:35,NEWUSER
ORD02002021,CUST00111,REST0289,DP0220,2025-02-17,12:05:00,470.46,51,6.5,470.46,2025-02-17 12:05:00,2025-02-20 11:13:00,NEWUSER
ORD02002234,CUST00034,RESTX9417,DP0375,2025/02/22,22:14:10,834.16,52,4.7,834.16,2025-02-22 22:14:10,2025-02-24 08:55:10,DINNERDEAL
ORD02007324,CUST00039,REST0027,DP0220,20/02/2025,20:31:32,,67,4.7,250.34,2025-02-20 20:31:32,2025-02-21 14:18:32,DINNERDEAL
ORD02001825,CUST00590,REST0096,DP0449,13/02/2025,21:59:33,415.42,61,4.3,415.42,2025-02-13 21:59:33,2025-02-15 09:37:33,WELCOME100
ORD02007898,CUST00087,REST0223,DP0034,2025-02-04,12:54:41,,,4.6,331.57,2025-02-04 12:54:41,2025-02-07 00:15:41,WEEKEND75
ORD02006134,CUST00373,REST0235,DP0068,2025-02-24,13:30:06,524.97,12,4.8,524.97,2025-02-24 13:30:06,2025-02-26 12:28:06,NEWUSER
ORD02000110,CUST00076,REST0092,DP0427,2025/02/28,21:43:44,530.05,34,4.5,530.05,2025-02-28 21:43:44,2025-03-01 07:26:44,SAVE50
ORD02000790,CUST00623,REST0242,DP0262,Feb 22 2025,19:53:46,,,,229.48,2025-02-22 19:53:46,2025-02-25 04:40:46,NEWUSER
ORD02004785,CUST00869,REST0196,DP0358,27/02/2025,14:38:11,289.15,,,289.15,2025-02-27 14:38:11,2025-02-27 22:50:11,DINNERDEAL
ORD02004088,CUST00680,REST0169,DP0459,2025/02/15,17:59:26,,,2.9,316.55,2025-02-15 17:59:26,2025-02-18 14:09:26,
ORD02004933,CUST00022,REST0011,DP0364,2025-02-28,19:39:39,462.22,38,3.4,462.22,2025-02-28 19:39:39,2025-03-02 22:53:39,NEWUSER
ORD02003094,CUST00138,REST0005,DP0378,2025/02/26,14:58:40,503.23,41,4.1,503.23,2025-02-26 14:58:40,2025-03-01 10:08:40,FREESHIP
ORD02004890,CUSTX94282,REST0061,DP0393,2025-02-24,22:47:07,,55,,156.04,2025-02-24 22:47:07,2025-02-25 18:16:07,WEEKEND75
ORD02001170,CUST00195,REST0128,DP0361,Feb 03 2025,19:18:05,,58,5.0,79.0,2025-02-03 19:18:05,2025-02-04 14:31:05,
ORD02001844,CUST00681,REST0112,DP0301,Feb 16 2025,22:03:56,801.89,,,801.89,2025-02-16 22:03:56,2025-02-19 05:38:56,WELCOME100
ORD02007527,CUST00271,REST0231,DP0018,2025-02-05,18:57:22,355.84,34,5.0,355.84,2025-02-05 18:57:22,2025-02-08 10:21:22,NEWUSER
ORD02004706,CUST00415,REST0062,DP0244,2025-02-13,23:57:03,79,33,4.3,307.0,2025-02-13 23:57:03,2025-02-15 20:38:03,
ORD02002908,CUST00309,REST0188,DP0422,Feb 02 2025,19:47:23,301.94,75,,301.94,2025-02-02 19:47:23,2025-02-03 15:26:23,FREESHIP
ORD02002877,CUST01084,REST0122,DP0073,2025-02-22,18:11:41,475.8,47,3.5,475.8,2025-02-22 18:11:41,2025-02-24 09:02:41,WELCOME100
ORD02002888,CUST00537,REST0089,DPX9061,24/02/2025,21:01:49,,43,,629.12,2025-02-24 21:01:49,2025-02-26 16:12:49,NEWUSER
ORD02002975,CUST00956,RESTX9120,DP0439,Feb 05 2025,21:04:17,357.58,unknown,0.3,357.58,2025-02-05 21:04:17,2025-02-05 22:15:17,NEWUSER
ORD02000310,CUST00185,REST0172,DP0387,27/02/2025,20:08:20,352.58,43,3.6,352.58,2025-02-27 20:08:20,2025-03-02 05:12:20,SAVE50
ORD02002039,CUST00176,REST0193,DP0328,02/02/2025,21:30:07,631.94,52,,631.94,2025-02-02 21:30:07,2025-02-03 20:25:07,DINNERDEAL
ORD02004243,CUST01073,REST0119,DP0079,2025-02-06,20:04:26,,46,4.5,401.26,2025-02-06 20:04:26,2025-02-09 12:10:26,DINNERDEAL
ORD02006551,CUST00328,REST0074,DP0295,2025/02/26,07:49:10,125.66,36,,125.66,2025-02-26 07:49:10,2025-02-26 22:50:10,WELCOME100
ORD02004807,CUST00296,REST0260,DP0240,2025-02-27,12:11:27,227.92,,4.8,227.92,2025-02-27 12:11:27,2025-03-02 00:44:27,FREESHIP
ORD02003363,CUST00482,REST0169,DP0023,2025-02-04,20:29:19,,38,4.5,149.76,2025-02-04 20:29:19,2025-02-05 09:42:19,WELCOME100
ORD02003020,CUST00518,REST0219,DP0257,25/02/2025,17:52:29,281.46,,,281.46,2025-02-25 17:52:29,2025-02-28 06:04:29,
ORD02003191,CUST00197,REST0161,DP0229,2025-02-07,21:15:00,,,,286.38,2025-02-07 21:15:00,2025-02-09 20:29:00,WEEKEND75
ORD02003554,CUST00511,REST0247,DP0118,Feb 13 2025,22:37:18,191.19,52,4.3,191.19,2025-02-13 22:37:18,2025-02-16 01:16:18,DINNERDEAL
ORD02005250,CUST00709,REST0134,DP0357,2025/02/18,17:38:27,490.28,68,,490.28,2025-02-18 17:38:27,2025-02-19 23:11:27,DINNERDEAL
ORD02003446,CUST00910,REST0028,DP0328,Feb 01 2025,23:42:14,NA,31,4.5,191.46,2025-02-01 23:42:14,2025-02-02 03:00:14,SAVE50
ORD02003609,CUST01026,REST0168,DP0209,2025/02/15,16:27:28,,50,,513.08,2025-02-15 16:27:28,2025-02-16 01:01:28,NEWUSER
ORD02005552,CUST00893,REST0261,DP0030,2025/02/23,14:04:02,556.18,,4.9,556.18,2025-02-23 14:04:02,2025-02-26 04:19:02,SAVE50
ORD02003508,CUST00215,REST0126,DP0487,21/02/2025,22:49:21,457.44,48,,457.44,2025-02-21 22:49:21,2025-02-23 05:03:21,
ORD02005278,CUST00744,REST0084,DPX9915,03/02/2025,22:54:24,367.84,29,,367.84,2025-02-03 22:54:24,2025-02-04 00:01:24,WEEKEND75
ORD02007552,CUST00189,REST0226,DP0240,2025/02/04,19:19:39,438.81,,4.9,438.81,2025-02-04 19:19:39,2025-02-06 05:39:39,NEWUSER
ORD02001957,CUST00563,REST0229,DPX9702,2025/02/02,15:58:30,701.48,55,3.7,701.48,2025-02-02 15:58:30,2025-02-03 05:53:30,FREESHIP
ORD02005158,CUST00497,REST0201,DP0054,24/02/2025,21:49:56,650.82,,3.8,650.82,2025-02-24 21:49:56,2025-02-25 09:04:56,FREESHIP
ORD02001947,CUST00579,REST0114,DP0481,Feb 08 2025,21:16:44,491.05,33,4.8,491.05,2025-02-08 21:16:44,2025-02-11 05:43:44,DINNERDEAL
ORD02007590,CUST00214,REST0058,DP0161,2025/02/11,14:12:08,402.51,,3.9,402.51,2025-02-11 14:12:08,2025-02-13 01:31:08,DINNERDEAL
ORD02007236,CUST00619,REST0107,DP0248,2025/02/14,12:15:09,,23,,510.05,2025-02-14 12:15:09,2025-02-14 18:32:09,WEEKEND75
ORD02006161,CUST00859,RESTX9311,DP0123,Feb 15 2025,14:15:16,609.28,31,3.8,609.28,2025-02-15 14:15:16,2025-02-16 10:19:16,WEEKEND75
ORD02007418,CUST00930,REST0059,DP0134,2025-02-02,10:54:11,,42,4.9,509.24,2025-02-02 10:54:11,2025-02-03 18:19:11,DINNERDEAL
ORD02004330,CUST00264,REST0166,DP0322,Feb 15 2025,10:49:16,426.04,39,,426.04,2025-02-15 10:49:16,2025-02-17 17:30:16,WEEKEND75
ORD02006074,CUST00790,REST0274,DP0031,2025/02/12,20:22:22,419.77,28,,419.77,2025-02-12 20:22:22,2025-02-14 12:39:22,DINNERDEAL
ORD02004567,CUST00651,REST0079,DP0411,11/02/2025,19:44:08,298.69,48,3.7,298.69,2025-02-11 19:44:08,2025-02-14 07:45:08,WELCOME100
ORD02007811,CUST00641,REST0189,DP0260,11/02/2025,20:00:54,446.87,43,,446.87,2025-02-11 20:00:54,2025-02-13 02:20:54,
ORD02003330,CUST00844,REST0247,DP0094,Feb 01 2025,22:46:47,,40,5.0,911.65,2025-02-01 22:46:47,2025-02-03 04:24:47,NEWUSER
ORD02000136,CUST00016,REST0185,DP0105,Feb 24 2025,13:39:23,,31,3.8,314.31,2025-02-24 13:39:23,2025-02-24 23:43:23,FREESHIP
ORD02005983,CUST01030,REST0105,DP0499,10/02/2025,10:36:07,,,4.3,372.75,2025-02-10 10:36:07,2025-02-12 03:39:07,FREESHIP
ORD02006856,CUSTX90594,REST0110,DPX9852,2025-02-04,07:04:37,,35,4.9,210.84,2025-02-04 07:04:37,2025-02-07 06:12:37,NEWUSER
ORD02005652,CUST00653,REST0155,DP0420,2025/02/07,22:04:29,363.79,12,3.9,363.79,2025-02-07 22:04:29,2025-02-08 05:56:29,SAVE50
ORD02002124,CUST01019,REST0037,DP0131,2025/02/07,19:42:06,NA,61,5.0,330.76,2025-02-07 19:42:06,2025-02-09 05:10:06,WELCOME100
ORD02006370,CUST00678,REST0255,DP0494,20/02/2025,19:00:58,259.51,,,259.51,2025-02-20 19:00:58,2025-02-22 21:41:58,WEEKEND75
ORD02000670,CUST00526,REST0025,DP0435,2025-02-14,19:20:13,,52,3.6,226.83,2025-02-14 19:20:13,2025-02-17 18:49:13,
ORD02002736,CUST00925,REST0271,DP0186,2025-02-22,22:53:15,515.18,45,,515.18,2025-02-22 22:53:15,2025-02-25 09:05:15,
ORD02006637,CUST00103,REST0079,DP0005,Feb 16 2025,20:40:23,,54,3.9,362.64,2025-02-16 20:40:23,2025-02-17 12:37:23,WELCOME100
ORD02005781,CUST00822,REST0217,DP0455,Feb 10 2025,19:36:50,600.55,64,4.7,600.55,2025-02-10 19:36:50,2025-02-12 11:38:50,DINNERDEAL
ORD02006747,CUST00047,REST0171,DP0434,25/02/2025,13:38:24,288.17,29,3.7,288.17,2025-02-25 13:38:24,2025-02-26 14:54:24,
ORD02004793,CUST00290,REST0234,DP0497,2025-02-24,16:46:14,596.28,22,,596.28,2025-02-24 16:46:14,2025-02-24 17:46:14,WEEKEND75
ORD02005523,CUST01052,REST0030,DP0466,2025-02-22,15:32:33,759.59,57,5.0,759.59,2025-02-22 15:32:33,2025-02-23 13:18:33,WELCOME100
ORD02007442,CUST00183,REST0032,DP0264,2025/02/28,21:10:10,412.77,52,3.4,412.77,2025-02-28 21:10:10,2025-03-02 21:23:10,SAVE50
ORD02007088,CUST00671,REST0196,DP0491,25/02/2025,19:25:40,,45,,425.39,2025-02-25 19:25:40,2025-02-26 15:30:40,NEWUSER
ORD02005568,CUST00588,REST0057,DP0469,2025-02-20,22:37:11,587.15,46,3.6,587.15,2025-02-20 22:37:11,2025-02-23 12:50:11,WELCOME100
ORD02001835,CUST00431,REST0219,DP0106,2025-02-23,20:12:47,717.2,80,3.9,717.2,2025-02-23 20:12:47,2025-02-25 09:19:47,WEEKEND75
ORD02005482,CUST00888,REST0057,DP0103,01/02/2025,15:24:10,361.09,64,5.0,361.09,2025-02-01 15:24:10,2025-02-03 07:39:10,DINNERDEAL
ORD02003349,CUST00391,REST0166,DPX9889,25/02/2025,19:28:02,,42,,589.9,2025-02-25 19:28:02,2025-02-27 12:46:02,FREESHIP
ORD02007309,CUST00771,REST0143,DP0126,2025-02-07,23:09:03,411.74,32,,411.74,2025-02-07 23:09:03,2025-02-08 13:35:03,WELCOME100
ORD02003420,CUST00989,REST0238,DP0409,14/02/2025,07:33:34,671.46,63,2.7,671.46,2025-02-14 07:33:34,2025-02-15 12:52:34,WEEKEND75
ORD02000348,CUST00117,REST0181,DP0244,2025/02/22,21:35:01,561.34,51,2.7,561.34,2025-02-22 21:35:01,2025-02-22 23:46:01,
ORD02005773,CUST00786,REST0226,DP0065,2025/02/03,19:08:32,635.19,45,4.0,635.19,2025-02-03 19:08:32,2025-02-04 02:17:32,SAVE50
ORD02003587,CUST01077,REST0032,DP0135,2025/02/01,08:48:47,597.16,44,,597.16,2025-02-01 08:48:47,2025-02-02 01:10:47,NEWUSER
ORD02007637,CUST00328,REST0258,DP0409,22/02/2025,18:23:58,541.24,unknown,,541.24,2025-02-22 18:23:58,2025-02-23 15:55:58,DINNERDEAL
ORD02000084,CUST00464,REST0061,DP0185,10/02/2025,22:18:52,466.24,47,4.0,466.24,2025-02-10 22:18:52,2025-02-11 19:27:52,WELCOME100
ORD02003359,CUST00205,REST0287,DP0268,Feb 15 2025,22:10:10,573.66,64,4.2,573.66,2025-02-15 22:10:10,2025-02-17 10:01:10,DINNERDEAL
ORD02003835,CUST00828,REST0187,DP0184,Feb 28 2025,15:08:20,435.03,39,3.8,435.03,2025-02-28 15:08:20,2025-03-02 02:11:20,FREESHIP
ORD02006140,CUST00481,REST0010,DP0177,2025-02-05,23:33:38,,15,3.8,192.92,2025-02-05 23:33:38,2025-02-07 22:05:38,DINNERDEAL
